股票名稱,持股(千股),比例,增減,ETF_Id
臺企銀,131.00,0.22,-0.02%,006203
長榮航,52.00,0.21,-0.01%,006203
創意,2.00,0.21,0.00%,006203
華城,3.00,0.19,-0.04%,006203
世界,18.00,0.19,-0.01%,006203
華新,56.00,0.18,-0.03%,006203
聯強,23.00,0.18,-0.01%,006203
正新,34.00,0.17,-0.03%,006203
億豐,3.00,0.17,-0.02%,006203
寶成,42.00,0.17,0.00%,006203
豐泰,10.00,0.15,-0.02%,006203
潤泰新,30.00,0.15,-0.01%,006203
臻鼎-KY,12.00,0.15,-0.02%,006203
萬海,15.00,0.14,-0.01%,006203
華航,53.00,0.13,0.00%,006203
華邦電,62.00,0.13,-0.02%,006203
台灣高鐵,38.00,0.12,-0.01%,006203
南亞科,24.00,0.11,-0.02%,006203
台積電,59.00,35.16,+1.77%,006204
鴻海,37.00,4.54,+0.43%,006204
聯發科,5.00,3.55,+0.24%,006204
富邦金,40.00,2.10,-0.03%,006204
廣達,11.00,2.02,+0.23%,006204
台達電,8.00,1.81,+0.07%,006204
國泰金,43.00,1.74,+0.02%,006204
中華電,23.00,1.63,-0.08%,006204
中信金,58.00,1.21,+0.03%,006204
日月光投控,13.00,1.18,+0.02%,006204
台積電,"87,643.00",56.60,+1.20%,006208
鴻海,"43,360.00",5.75,+0.38%,006208
聯發科,"5,378.00",4.35,+0.17%,006208
台達電,"7,856.00",1.99,+0.02%,006208
廣達,"9,669.00",1.84,+0.16%,006208
富邦金,"29,509.00",1.68,-0.08%,006208
國泰金,"33,333.00",1.44,-0.03%,006208
中信金,"59,531.00",1.34,-0.01%,006208
聯電,"42,730.00",1.29,-0.23%,006208
日月光投控,"12,292.00",1.21,-0.01%,006208
中華電,"13,857.00",1.06,-0.09%,006208
兆豐金,"42,612.00",1.05,-0.06%,006208
統一,"17,425.00",0.98,-0.02%,006208
玉山金,"55,298.00",0.95,-0.07%,006208
元大金,"45,218.00",0.92,-0.02%,006208
華碩,"2,552.00",0.92,-0.02%,006208
緯創,"9,914.00",0.69,+0.03%,006208
第一金,"39,946.00",0.68,-0.05%,006208
智邦,"1,936.00",0.67,-0.01%,006208
聯詠,"2,093.00",0.66,-0.05%,006208
合庫金,"39,873.00",0.63,-0.05%,006208
永豐金,"42,993.00",0.62,-0.07%,006208
凱基金,"57,131.00",0.60,-0.02%,006208
華南金,"36,974.00",0.59,-0.04%,006208
國巨,"1,686.00",0.59,-0.10%,006208
中鋼,"41,113.00",0.58,-0.05%,006208
大立光,370.00,0.53,-0.09%,006208
瑞昱,"1,733.00",0.52,-0.02%,006208
中租-KY,"5,264.00",0.50,-0.07%,006208
南亞,"18,741.00",0.49,-0.08%,006208
和泰車,"1,180.00",0.48,-0.07%,006208
台泥,"23,961.00",0.48,-0.06%,006208
台新金,"44,769.00",0.48,-0.06%,006208
長榮,"3,725.00",0.48,-0.01%,006208
欣興,"4,740.00",0.48,+0.03%,006208
光寶科,"7,313.00",0.47,-0.01%,006208
和碩,"7,411.00",0.46,-0.05%,006208
奇鋐,"1,025.00",0.41,+0.01%,006208
台塑,"13,488.00",0.40,-0.08%,006208
統一超,"2,054.00",0.38,-0.02%,006208
緯穎,318.00,0.38,+0.02%,006208
台灣大,"5,340.00",0.38,-0.03%,006208
藥華藥,935.00,0.37,-0.02%,006208
遠傳,"6,451.00",0.36,-0.02%,006208
世芯-KY,274.00,0.35,-0.01%,006208
上海商銀,"13,540.00",0.34,-0.01%,006208
研華,"1,645.00",0.33,-0.02%,006208
台化,"12,364.00",0.30,-0.06%,006208
亞德客-KY,500.00,0.28,-0.02%,006208
台塑化,"4,974.00",0.15,-0.02%,006208
台積電,810.00,33.25,+1.25%,00690
聯發科,277.00,14.26,+0.81%,00690
富邦金,"1,814.00",6.57,-0.21%,00690
台達電,388.00,6.25,+0.16%,00690
中華電,929.00,4.52,-0.30%,00690
聯電,"2,146.00",4.12,-0.65%,00690
長榮,359.00,2.94,-0.03%,00690
聯詠,106.00,2.12,-0.14%,00690
國巨,85.00,1.89,-0.29%,00690
瑞昱,87.00,1.66,-0.03%,00690
中租-KY,273.00,1.65,-0.20%,00690
大立光,17.00,1.59,-0.24%,00690
遠傳,445.00,1.58,-0.09%,00690
欣興,236.00,1.52,+0.12%,00690
上海商銀,833.00,1.33,0.00%,00690
嘉澤,17.00,1.15,+0.16%,00690
研華,90.00,1.15,-0.05%,00690
健策,19.00,1.11,+0.10%,00690
世芯-KY,14.00,1.11,0.00%,00690
旭隼,13.00,1.10,+0.02%,00690
可成,116.00,1.09,-0.04%,00690
京元電子,206.00,1.03,+0.08%,00690
台光電,57.00,0.96,-0.10%,00690
亞德客-KY,25.00,0.89,-0.06%,00690
亞泥,473.00,0.88,-0.05%,00690
創意,16.00,0.79,+0.06%,00690
儒鴻,34.00,0.73,-0.03%,00690
力成,129.00,0.65,-0.08%,00690
聯華,210.00,0.50,-0.04%,00690
祥碩,6.00,0.42,-0.01%,00690
台積電,"14,795.00",50.45,+1.36%,00692
鴻海,"7,912.00",5.54,+0.40%,00692
聯發科,913.00,3.90,+0.18%,00692
富邦金,"7,784.00",2.34,-0.10%,00692
廣達,"2,199.00",2.21,+0.19%,00692
台達電,"1,480.00",1.98,+0.03%,00692
國泰金,"8,373.00",1.91,-0.02%,00692
中華電,"4,432.00",1.79,-0.14%,00692
中信金,"11,190.00",1.33,0.00%,00692
日月光投控,"2,520.00",1.31,0.00%,00692
聯電,"7,151.00",1.14,-0.19%,00692
兆豐金,"8,454.00",1.10,-0.05%,00692
台塑化,"5,463.00",0.87,-0.12%,00692
長榮,"1,235.00",0.84,-0.02%,00692
玉山金,"9,150.00",0.83,-0.06%,00692
華碩,425.00,0.81,0.00%,00692
台灣大,"2,129.00",0.80,-0.05%,00692
元大金,"7,353.00",0.79,-0.02%,00692
第一金,"8,010.00",0.72,-0.04%,00692
合庫金,"8,630.00",0.72,-0.06%,00692
和泰車,316.00,0.68,-0.10%,00692
緯穎,106.00,0.67,+0.04%,00692
華南金,"7,833.00",0.66,-0.04%,00692
緯創,"1,660.00",0.61,+0.03%,00692
遠傳,"2,002.00",0.59,-0.04%,00692
統一超,594.00,0.58,-0.03%,00692
聯詠,348.00,0.58,-0.04%,00692
台塑,"3,640.00",0.57,-0.10%,00692
永豐金,"7,223.00",0.55,-0.06%,00692
研華,491.00,0.52,-0.03%,00692
和碩,"1,526.00",0.50,-0.04%,00692
中租-KY,957.00,0.48,-0.06%,00692
欣興,879.00,0.47,+0.04%,00692
台泥,"4,349.00",0.46,-0.04%,00692
光寶科,"1,326.00",0.45,-0.01%,00692
台化,"3,356.00",0.43,-0.07%,00692
台新金,"7,419.00",0.42,-0.05%,00692
長榮航,"3,073.00",0.38,-0.02%,00692
遠東新,"3,094.00",0.38,-0.03%,00692
彰銀,"6,314.00",0.37,-0.03%,00692
上海商銀,"2,790.00",0.37,0.00%,00692
旭隼,50.00,0.35,0.00%,00692
創意,76.00,0.31,+0.02%,00692
亞泥,"2,007.00",0.31,-0.02%,00692
英業達,"2,062.00",0.31,0.00%,00692
臺企銀,"5,262.00",0.27,-0.02%,00692
豐泰,555.00,0.26,-0.04%,00692
大聯大,977.00,0.24,-0.01%,00692
文曄,634.00,0.23,0.00%,00692
群光,425.00,0.23,-0.02%,00692
華新,"2,347.00",0.23,-0.05%,00692
寶成,"1,678.00",0.21,0.00%,00692
臻鼎-KY,537.00,0.20,-0.01%,00692
東元,"1,223.00",0.20,-0.01%,00692
大同,"1,365.00",0.20,-0.03%,00692
健鼎,297.00,0.19,-0.01%,00692
富邦媒,145.00,0.18,-0.02%,00692
聚陽,139.00,0.16,-0.01%,00692
貿聯-KY,96.00,0.15,-0.01%,00692
台灣高鐵,"1,451.00",0.14,-0.01%,00692
裕融,303.00,0.14,-0.02%,00692
神基,352.00,0.13,-0.01%,00692
佳世達,"1,091.00",0.13,-0.02%,00692
國產,676.00,0.12,0.00%,00692
裕隆,633.00,0.12,-0.01%,00692
信邦,137.00,0.12,-0.02%,00692
聯邦銀,"2,385.00",0.12,0.00%,00692
遠東銀,"2,517.00",0.11,-0.01%,00692
和潤企業,365.00,0.11,-0.01%,00692
崇越,106.00,0.11,0.00%,00692
啟,272.00,0.11,0.00%,00692
京城銀,611.00,0.10,-0.02%,00692
國票金,"2,048.00",0.10,-0.01%,00692
東和鋼鐵,410.00,0.10,-0.01%,00692
裕民,488.00,0.09,0.00%,00692
台勝科,227.00,0.09,-0.02%,00692
漢翔,545.00,0.08,-0.01%,00692
長榮鋼,236.00,0.08,-0.02%,00692
中華,307.00,0.07,-0.01%,00692
大亞,467.00,0.07,-0.01%,00692
藍天,376.00,0.07,-0.01%,00692
統一證,821.00,0.07,-0.01%,00692
精誠,158.00,0.07,0.00%,00692
樺漢,72.00,0.07,-0.01%,00692
中鼎,479.00,0.07,-0.01%,00692
台汽電,423.00,0.06,-0.01%,00692
南寶,64.00,0.06,-0.01%,00692
中磊,164.00,0.06,-0.01%,00692
晶碩,40.00,0.05,-0.02%,00692
森崴能源,129.00,0.05,-0.01%,00692
美律,142.00,0.05,-0.02%,00692
葡萄王,80.00,0.04,0.00%,00692
欣陸,429.00,0.04,-0.01%,00692
研揚,93.00,0.04,-0.01%,00692
信義,401.00,0.04,0.00%,00692
中聯資源,134.00,0.03,0.00%,00692
中工,835.00,0.03,-0.01%,00692
盛達,90.00,0.01,0.00%,00692
邁達特,64.00,0.01,0.00%,00692
承業醫,73.00,0.01,0.00%,00692
中信金,"14,323.00",10.73,+2.31%,00701
中華電,"4,089.00",10.41,+2.34%,00701
兆豐金,"9,511.00",7.80,+2.07%,00701
玉山金,"12,715.00",7.27,+1.67%,00701
統一,"3,873.00",7.25,+1.94%,00701
第一金,"9,214.00",5.22,+1.25%,00701
永豐金,"9,980.00",4.79,+0.99%,00701
合庫金,"8,900.00",4.68,+1.06%,00701
中鋼,"9,712.00",4.56,+0.98%,00701
台灣大,"1,900.00",4.50,N/A,00701
華南金,"8,379.00",4.45,+1.06%,00701
台泥,"5,640.00",3.76,+0.92%,00701
遠傳,"1,987.00",3.69,N/A,00701
台新金,"10,005.00",3.57,+0.68%,00701
上海商銀,"3,039.00",2.54,N/A,00701
彰銀,"6,823.00",2.52,+0.60%,00701
亞泥,"2,075.00",2.02,+0.47%,00701
臺企銀,"5,565.00",1.80,+0.40%,00701
聯強,"1,054.00",1.56,N/A,00701
台中銀,"3,348.00",1.24,+0.27%,00701
大成鋼,"1,580.00",1.07,N/A,00701
遠東銀,"3,195.00",0.88,N/A,00701
國票金,"2,632.00",0.81,N/A,00701
三陽工業,542.00,0.79,N/A,00701
長興,796.00,0.52,N/A,00701
王道銀行,"1,414.00",0.29,N/A,00701
廣隆,45.00,0.14,N/A,00701
台航,186.00,0.12,N/A,00701
泰銘,86.00,0.12,N/A,00701
生達,75.00,0.10,N/A,00701
統一,"121,664.00",10.09,+0.13%,00713
台灣大,"64,705.00",6.79,+0.10%,00713
遠傳,"71,336.00",5.87,-0.23%,00713
可成,"25,161.00",5.49,-0.45%,00713
華南金,"187,419.00",4.41,-0.36%,00713
亞泥,"95,059.00",4.10,0.00%,00713
統一超,"14,556.00",3.97,-0.23%,00713
長榮航,"66,314.00",2.29,+0.22%,00713
崇越,"7,669.00",2.23,+0.35%,00713
東和鋼鐵,"32,286.00",2.20,-0.21%,00713
中信金,"62,063.00",2.06,+0.47%,00713
聯發科,"1,669.00",1.99,+0.40%,00713
宏全,"13,997.00",1.98,-0.13%,00713
瑞儀,"10,023.00",1.96,+0.02%,00713
中保科,"14,448.00",1.83,-0.05%,00713
中鼎,"43,411.00",1.77,-0.28%,00713
寶成,"46,926.00",1.64,+0.23%,00713
遠百,"68,311.00",1.62,-0.07%,00713
遠東銀,"131,921.00",1.61,-0.22%,00713
豐興,"19,700.00",1.53,+0.01%,00713
卜蜂,"16,640.00",1.50,-0.12%,00713
聯詠,"3,053.00",1.42,-0.02%,00713
億光,"18,199.00",1.41,+0.15%,00713
國產,"27,040.00",1.34,+0.05%,00713
聚陽,"3,922.00",1.26,+0.01%,00713
裕融,"9,614.00",1.24,-0.08%,00713
晶技,"10,724.00",1.17,+0.22%,00713
洋基工程,"4,006.00",1.15,-0.13%,00713
精誠,"8,912.00",1.10,0.00%,00713
智易,"7,462.00",1.09,+0.32%,00713
聯電,"24,260.00",1.08,-0.02%,00713
漢唐,"3,328.00",1.04,+0.29%,00713
新產,"11,455.00",1.04,+0.07%,00713
京城銀,"22,747.00",1.04,-0.31%,00713
和碩,"11,362.00",1.04,-0.02%,00713
群光,"6,748.00",1.02,+0.17%,00713
元大金,"32,998.00",0.99,+0.03%,00713
統一證,"40,743.00",0.97,-0.02%,00713
南寶,"3,656.00",0.96,-0.08%,00713
中租-KY,"6,782.00",0.95,+0.10%,00713
台表科,"9,502.00",0.94,-0.09%,00713
矽格,"13,648.00",0.93,-0.12%,00713
中磊,"9,103.00",0.93,+0.02%,00713
三陽工業,"14,236.00",0.92,-0.03%,00713
上海商銀,"23,225.00",0.86,+0.03%,00713
致伸,"11,083.00",0.83,+0.03%,00713
創見,"9,312.00",0.83,-0.03%,00713
力成,"7,011.00",0.82,-0.13%,00713
精成科,"14,656.00",0.79,+0.06%,00713
健鼎,"3,643.00",0.65,-0.15%,00713
鈊象,285.00,14.11,+0.43%,00730
聯發科,164.00,10.12,+0.72%,00730
聯詠,384.00,9.24,-0.40%,00730
群光,"1,157.00",9.05,-0.17%,00730
聚陽,375.00,6.24,-0.13%,00730
新普,316.00,5.18,-0.24%,00730
漢唐,294.00,4.75,+0.21%,00730
聖暉*,191.00,3.25,+0.41%,00730
亞翔,278.00,3.02,+0.19%,00730
晶技,498.00,2.81,+0.17%,00730
富邦媒,155.00,2.79,-0.18%,00730
復盛應用,181.00,2.58,+0.02%,00730
台表科,455.00,2.33,-0.10%,00730
矽創,191.00,2.03,-0.10%,00730
天鈺,162.00,1.92,-0.17%,00730
榮剛,857.00,1.88,-0.13%,00730
新產,396.00,1.86,+0.06%,00730
洋基工程,111.00,1.65,-0.01%,00730
宜鼎,132.00,1.63,-0.17%,00730
聯陽,244.00,1.58,-0.08%,00730
拓凱,121.00,1.34,+0.06%,00730
耕興,124.00,1.26,-0.05%,00730
致新,116.00,1.25,-0.02%,00730
興農,605.00,1.21,-0.05%,00730
零壹,248.00,1.20,+0.12%,00730
南寶,87.00,1.18,-0.09%,00730
智冠,163.00,1.07,+0.03%,00730
敦陽科,164.00,1.02,+0.03%,00730
僑威,342.00,1.01,-0.10%,00730
中菲行,215.00,0.87,-0.04%,00730
台積電,541.00,34.97,+1.60%,00728
聯電,"3,755.00",11.34,-1.46%,00728
聯詠,184.00,5.81,-0.03%,00728
大立光,31.00,4.38,-0.56%,00728
致茂,139.00,3.63,+0.31%,00728
嘉澤,34.00,3.62,+0.40%,00728
健策,38.00,3.48,+0.38%,00728
可成,232.00,3.43,+0.05%,00728
研華,154.00,3.10,-0.20%,00728
亞德客-KY,50.00,2.83,-0.13%,00728
儒鴻,68.00,2.30,-0.07%,00728
川湖,27.00,2.15,+0.06%,00728
聚陽,81.00,1.76,-0.03%,00728
上銀,109.00,1.62,+0.12%,00728
聯華,424.00,1.59,-0.04%,00728
祥碩,13.00,1.28,-0.08%,00728
國產,363.00,1.22,+0.04%,00728
台肥,276.00,0.99,-0.01%,00728
愛普*,50.00,0.94,-0.02%,00728
義隆,100.00,0.92,+0.03%,00728
晶技,109.00,0.81,+0.09%,00728
天鈺,44.00,0.68,-0.06%,00728
長榮鋼,103.00,0.66,-0.10%,00728
南電,77.00,0.64,-0.06%,00728
矽創,41.00,0.57,-0.01%,00728
同欣電,70.00,0.57,-0.04%,00728
勝一,47.00,0.50,-0.02%,00728
超豐,116.00,0.42,-0.01%,00728
晶碩,18.00,0.42,-0.06%,00728
AES-KY,12.00,0.38,+0.01%,00728
鴻海,"1,799.00",11.40,+1.33%,00731
台達電,829.00,10.04,+0.59%,00731
中信金,"6,805.00",7.32,+0.31%,00731
聯電,"4,880.00",7.04,-0.83%,00731
日月光投控,"1,401.00",6.59,+0.25%,00731
中華電,"1,581.00",5.78,-0.16%,00731
統一,"1,990.00",5.35,+0.14%,00731
聯詠,237.00,3.57,-0.12%,00731
中鋼,"4,702.00",3.17,-0.09%,00731
瑞昱,197.00,2.83,+0.05%,00731
中租-KY,604.00,2.74,-0.26%,00731
南亞,"2,161.00",2.70,-0.27%,00731
和碩,850.00,2.52,-0.10%,00731
台塑,"1,552.00",2.20,-0.29%,00731
台灣大,617.00,2.10,-0.02%,00731
統一超,233.00,2.06,0.00%,00731
遠傳,735.00,1.96,-0.04%,00731
上海商銀,"1,550.00",1.86,+0.07%,00731
可成,252.00,1.78,0.00%,00731
亞泥,"1,016.00",1.42,-0.04%,00731
大聯大,616.00,1.37,-0.01%,00731
遠東新,"1,214.00",1.35,-0.05%,00731
群光,243.00,1.19,-0.01%,00731
聯強,560.00,1.19,-0.03%,00731
瑞儀,183.00,1.16,+0.09%,00731
力成,280.00,1.06,-0.09%,00731
寶成,927.00,1.05,+0.05%,00731
臻鼎-KY,261.00,0.88,-0.01%,00731
豐泰,205.00,0.87,-0.09%,00731
大成鋼,689.00,0.67,-0.05%,00731
東和鋼鐵,249.00,0.55,-0.04%,00731
旺宏,746.00,0.54,-0.06%,00731
台肥,304.00,0.52,-0.01%,00731
潤泰全,227.00,0.52,-0.01%,00731
中保科,102.00,0.42,-0.01%,00731
遠雄,119.00,0.24,-0.02%,00731
致茂,"3,873.00",21.75,+7.98%,00733
東陽,"4,398.00",6.36,N/A,00733
材料-KY,553.00,6.36,N/A,00733
裕隆,"6,856.00",5.31,N/A,00733
慧洋-KY,"5,171.00",5.13,N/A,00733
高力,871.00,3.79,N/A,00733
全新,"1,795.00",3.42,+0.67%,00733
百和,"2,710.00",2.96,N/A,00733
晟銘電,"1,320.00",2.90,N/A,00733
碩天,673.00,2.82,N/A,00733
定穎投控,"2,613.00",2.37,N/A,00733
三芳,"3,408.00",2.08,N/A,00733
喬山,972.00,1.99,N/A,00733
振樺電,650.00,1.84,N/A,00733
達興材料,583.00,1.78,N/A,00733
台灣精銳,166.00,1.75,N/A,00733
迅得,629.00,1.71,N/A,00733
視陽,515.00,1.52,N/A,00733
偉詮電,"1,673.00",1.33,N/A,00733
大量,638.00,1.29,N/A,00733
波力-KY,364.00,1.26,N/A,00733
普安,"2,396.00",1.19,N/A,00733
志強-KY,690.00,1.11,N/A,00733
新巨,"1,070.00",1.06,N/A,00733
乙盛-KY,"1,119.00",0.98,+0.32%,00733
汎銓,346.00,0.95,N/A,00733
永道-KY,261.00,0.91,N/A,00733
洋華,"1,014.00",0.87,N/A,00733
鈞興-KY,367.00,0.81,N/A,00733
映泰,"1,682.00",0.78,N/A,00733
茂林-KY,767.00,0.76,N/A,00733
jpp-KY,327.00,0.70,N/A,00733
慶豐富,"1,539.00",0.70,N/A,00733
百和興業-KY,"1,620.00",0.66,N/A,00733
聚鼎,666.00,0.63,N/A,00733
通嘉,568.00,0.62,N/A,00733
美隆電,"1,220.00",0.62,N/A,00733
菱光,711.00,0.61,N/A,00733
永新-KY,336.00,0.59,N/A,00733
工信,"3,699.00",0.58,N/A,00733
耿鼎,"1,168.00",0.55,N/A,00733
彰源,"2,073.00",0.51,N/A,00733
居易,711.00,0.51,+0.21%,00733
中華化,937.00,0.47,N/A,00733
喬福,689.00,0.39,N/A,00733
鴻名,764.00,0.36,N/A,00733
海光,"1,213.00",0.30,N/A,00733
中櫃,635.00,0.26,N/A,00733
迅杰,369.00,0.26,N/A,00733
佳大,656.00,0.22,N/A,00733
台積電,"5,980.00",32.10,+1.19%,00850
鴻海,"6,759.00",7.45,+0.61%,00850
聯發科,839.00,5.64,+0.32%,00850
台達電,"1,221.00",2.57,+0.06%,00850
廣達,"1,505.00",2.38,+0.24%,00850
富邦金,"4,607.00",2.18,-0.07%,00850
國泰金,"5,208.00",1.87,0.00%,00850
中信金,"9,247.00",1.73,+0.01%,00850
聯電,"6,655.00",1.67,-0.26%,00850
日月光投控,"1,907.00",1.56,0.00%,00850
中華電,"2,218.00",1.41,-0.09%,00850
兆豐金,"6,689.00",1.37,-0.05%,00850
統一,"2,717.00",1.27,-0.01%,00850
玉山金,"8,614.00",1.23,-0.07%,00850
元大金,"7,037.00",1.19,-0.01%,00850
華碩,397.00,1.19,0.00%,00850
第一金,"6,290.00",0.89,-0.04%,00850
緯創,"1,504.00",0.87,+0.05%,00850
智邦,299.00,0.86,0.00%,00850
聯詠,317.00,0.83,-0.06%,00850
合庫金,"6,244.00",0.82,-0.05%,00850
永豐金,"6,674.00",0.80,-0.08%,00850
凱基金,"8,935.00",0.78,-0.01%,00850
華南金,"5,805.00",0.77,-0.04%,00850
國巨,261.00,0.76,-0.13%,00850
中鋼,"6,396.00",0.75,-0.05%,00850
大立光,58.00,0.69,-0.11%,00850
南亞,"3,129.00",0.68,-0.10%,00850
台泥,"4,024.00",0.67,-0.06%,00850
瑞昱,269.00,0.67,-0.01%,00850
光寶科,"1,217.00",0.65,0.00%,00850
和泰車,183.00,0.62,-0.08%,00850
長榮,579.00,0.62,0.00%,00850
欣興,737.00,0.62,+0.05%,00850
台新金,"6,957.00",0.62,-0.07%,00850
和碩,"1,105.00",0.57,-0.05%,00850
台塑,"2,272.00",0.56,-0.10%,00850
新光金,"9,298.00",0.55,-0.05%,00850
台灣大,913.00,0.54,-0.03%,00850
奇鋐,162.00,0.54,+0.03%,00850
統一超,345.00,0.53,-0.02%,00850
緯穎,49.00,0.49,+0.04%,00850
中租-KY,608.00,0.48,-0.06%,00850
遠傳,992.00,0.46,-0.03%,00850
研華,258.00,0.43,-0.02%,00850
仁寶,"2,301.00",0.43,+0.02%,00850
旭隼,37.00,0.41,+0.01%,00850
台化,"1,934.00",0.39,-0.06%,00850
可成,317.00,0.39,-0.01%,00850
台光電,174.00,0.38,-0.04%,00850
技嘉,279.00,0.38,-0.01%,00850
亞泥,"1,563.00",0.38,-0.03%,00850
彰銀,"4,011.00",0.37,-0.01%,00850
微星,388.00,0.36,0.00%,00850
亞德客-KY,77.00,0.36,-0.02%,00850
宏,"1,613.00",0.34,-0.02%,00850
陽明,983.00,0.34,-0.03%,00850
儒鴻,113.00,0.32,-0.01%,00850
遠東新,"1,655.00",0.32,-0.02%,00850
大聯大,828.00,0.32,-0.02%,00850
創意,50.00,0.32,+0.03%,00850
英業達,"1,310.00",0.31,+0.01%,00850
長榮航,"1,541.00",0.30,-0.01%,00850
臺企銀,"3,466.00",0.28,-0.02%,00850
群光,293.00,0.25,-0.01%,00850
正新,"1,035.00",0.25,-0.04%,00850
力成,379.00,0.25,-0.03%,00850
寶成,"1,269.00",0.25,0.00%,00850
大同,"1,041.00",0.24,-0.04%,00850
華新,"1,556.00",0.24,-0.05%,00850
萬海,515.00,0.23,-0.05%,00850
台塑化,918.00,0.23,-0.04%,00850
臻鼎-KY,358.00,0.21,-0.01%,00850
豐泰,285.00,0.21,-0.03%,00850
億豐,80.00,0.20,-0.01%,00850
祥碩,24.00,0.20,-0.01%,00850
東元,777.00,0.20,0.00%,00850
上銀,162.00,0.20,+0.01%,00850
華航,"1,613.00",0.19,0.00%,00850
台灣高鐵,"1,185.00",0.18,-0.01%,00850
巨大,179.00,0.17,-0.04%,00850
群益證,"1,119.00",0.13,0.00%,00850
台肥,403.00,0.12,-0.01%,00850
裕隆,335.00,0.10,-0.01%,00850
華新科,190.00,0.10,-0.01%,00850
中保科,140.00,0.10,-0.01%,00850
富邦媒,46.00,0.09,0.00%,00850
遠東銀,"1,308.00",0.09,-0.01%,00850
長興,552.00,0.09,-0.01%,00850
台玻,789.00,0.08,0.00%,00850
創見,159.00,0.08,-0.01%,00850
南電,115.00,0.08,-0.01%,00850
裕民,241.00,0.07,0.00%,00850
福懋,581.00,0.06,-0.01%,00850
中華,139.00,0.05,-0.01%,00850
台勝科,32.00,0.02,-0.01%,00850
裕日車,18.00,0.01,0.00%,00850
聯發科,"13,309.00",5.14,+0.41%,00878
聯詠,"30,149.00",4.54,-0.18%,00878
可成,"60,012.00",4.24,-0.05%,00878
國泰金,"190,044.00",3.92,+0.09%,00878
廣達,"41,933.00",3.81,+0.46%,00878
日月光投控,"79,785.00",3.75,+0.10%,00878
仁寶,"337,293.00",3.62,+0.22%,00878
富邦金,"132,068.00",3.59,-0.02%,00878
光寶科,"114,060.00",3.50,+0.07%,00878
微星,"65,493.00",3.49,+0.04%,00878
聯電,"238,644.00",3.44,-0.44%,00878
緯創,"102,316.00",3.40,+0.28%,00878
遠傳,"123,479.00",3.29,-0.09%,00878
遠東新,"292,615.00",3.25,-0.15%,00878
瑞昱,"22,478.00",3.22,+0.01%,00878
元大金,"329,399.00",3.20,+0.05%,00878
台灣大,"94,176.00",3.20,-0.07%,00878
大聯大,"141,356.00",3.14,-0.06%,00878
世界,"108,690.00",3.14,-0.20%,00878
統一,"116,557.00",3.13,+0.06%,00878
中信金,"276,344.00",2.97,+0.10%,00878
兆豐金,"231,187.00",2.72,-0.03%,00878
永豐金,"395,029.00",2.72,-0.17%,00878
英業達,"192,031.00",2.61,+0.11%,00878
技嘉,"32,956.00",2.58,0.00%,00878
中華電,"70,092.00",2.56,-0.10%,00878
台泥,"247,779.00",2.37,-0.16%,00878
第一金,"278,052.00",2.26,-0.06%,00878
上海商銀,"186,824.00",2.24,+0.06%,00878
正新,"146,297.00",2.03,-0.28%,00878
台積電,"17,536.00",30.04,-3.72%,00881
鴻海,"42,530.00",14.96,+0.96%,00881
聯發科,"5,309.00",11.39,+0.45%,00881
台達電,"7,427.00",4.99,+0.04%,00881
廣達,"9,668.00",4.88,+0.40%,00881
聯電,"47,453.00",3.80,-0.45%,00881
緯創,"11,700.00",2.16,+0.28%,00881
智邦,"2,342.00",2.15,+0.17%,00881
聯詠,"2,486.00",2.08,+0.07%,00881
台灣大,"10,012.00",1.89,+0.12%,00881
大立光,460.00,1.75,+0.12%,00881
瑞昱,"2,073.00",1.65,+0.14%,00881
遠傳,"10,472.00",1.55,+0.06%,00881
奇鋐,"1,385.00",1.47,+0.18%,00881
欣興,"5,473.00",1.47,+0.22%,00881
和碩,"8,624.00",1.42,+0.01%,00881
矽力*-KY,"1,426.00",1.20,+0.16%,00881
致茂,"1,650.00",1.14,+0.16%,00881
仁寶,"17,443.00",1.04,+0.12%,00881
京元電子,"4,743.00",0.99,+0.14%,00881
英業達,"12,979.00",0.98,+0.09%,00881
台光電,"1,333.00",0.93,-0.02%,00881
